,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
1384,1384,Fun and interactive,5,Lissette R,0.0,"Karim, Su and Jorris were so friendly and nice. Learned a lot on this tour and very informative. Love them and would highly recommend!!! They were wonderful! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Karim', 'Su', 'Jorris']",5.0,Evening Cruise - Central Station,True,158,Positive,Response Not Needed
1385,1385,Greatest Boat Tour i‘ve ever been on!,5,Pascal K,0.0,"Karim, Su and Jorris are such a Great Team, this Tour would not have been the same without them, very entertaining and informative.
I would definetly do it again. :)",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Karim', 'Su', 'Jorris']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,165,Positive,Response Not Needed
1386,1386,Don’t drive your car into a canal,4,Manu H,0.0,Pretty scenery at night with lit bridges. Interesting facts about what happens when you drive your car into a canal!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Amsterdam Luxury Boat Canal Cruise - Central Station,False,116,Positive,Response Not Needed
1387,1387,BOOK NOW,5,Lissamarie D,0.0,"Nico, Fran, and Kiki were the best tour guides I’ve ever had! 10/10 recommend! So knowledgeable and entertaining. BOOK NOW.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Nico', 'Fran', 'Kiki']",5.0,Evening Cruise - Anne Frank,True,123,Positive,Response Not Needed
1388,1388,Must go,5,Maysa Dantas,0.0,"I had a great time! Niko, Kiki and T-rarl make it extra special. Definitely a must go if you’re visiting Amsterdam! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Niko', 'Kiki', 'T-rarl']",5.0,Evening Cruise - Anne Frank,True,116,Positive,Response Not Needed
1389,1389,Fabulous sunset tour!!,5,Miche,0.0,"Fabulous sunset trip!!!! Thank you to Fran (fabulous!), Nico and Kiki … the dream team! Thank you for a very informative, lovely and fun cruise down the river. We really enjoyed it - well worth it!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Fran', 'Nico', 'Kiki']",4.5,Evening Cruise - Anne Frank,True,197,Positive,Response Not Needed
1390,1390,Fun experience,4,Beth L,0.0,"We had Nico, Fran, and Kiki, they were fantastic, personable, and shared some fun info about the city.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Nico', 'Fran', 'Kiki']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,102,Positive,Response Not Needed
1391,1391,Best trip,5,GoPlaces692173,0.0,"Best boat trip from Amsterdam, nice guys and good explanation. Next time agian with shirin and jisser",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['shirin', 'jisser']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,101,Positive,Response Not Needed
1392,1392,My boat ride in the titanic w/ sauv blanc,5,Carlos S,0.0,Alycia and hollen and Albert were very fun and intelligent. Love them so much. The trip was very nice and informative and relaxing,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Alycia', 'hollen', 'Albert']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,130,Positive,Response Not Needed
1393,1393,Best cruise EVER!!!,5,Laura J,0.0,I am 9 years old and I think this was the best boat cruise I’ve ever been on and I think its a great place for a family.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Evening Cruise - Anne Frank,False,120,Positive,Response Not Needed
1394,1394,Loved our trip on the flagship.,5,Eric J,0.0,"Albert, Holland and Alicia were amazing. Great drinks and cheese and the tour commentary was incredibly funny and informative. 

10 of 10 and we are a young family with a 9 year old ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Holland', 'Alicia']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,182,Positive,Response Not Needed
1395,1395,DO IT!,5,vvvvvvvv1,0.0,Alycia was great! Cheese and drinks was always in abundant. She was social and so sweet. I would definitely recommend- 10/10.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Alycia'],5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,125,Positive,Response Not Needed
1396,1396,Nice boat tour,5,Jejen T,0.0,"Nice boat tour by Albert, Hollen and Alicia! They tell us facts and history about Amsterdam, also some interesting jokes",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Hollen', 'Alicia']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,120,Positive,Response Not Needed
1397,1397,Boat tour Amsterdam,5,klodian h,0.0,"Amazing experience
Albert and Hollen and Alycia, best crew ever.
They made the tour really funny. Had a lot of fun",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Hollen', 'Alycia']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,114,Positive,Response Not Needed
1398,1398,Flagship boat tour with cheese and drinks.,5,Patka8888,0.0,Amazing boat tour with amazing captain Eric and guide Robbie. It was interesting and fun! We have learned a lot of interesting facts about Amsterdam. The views were beautiful.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Eric', 'Robbie']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,175,Positive,Response Not Needed
1399,1399,Amazing!,5,Alex T,0.0,"It was awesome, thanks! Thank you so much for teaching us all about Amsterdam, a lot of history!!!!!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,100,Positive,Response Not Needed
1400,1400,Wanderfull 😍,5,Dejana V,0.0,"Rosse and Johnny W. are the best!🤩
We had a very nice and romantic time.
Definetly check it out.😎
",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Rosse', 'Johnny W.']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,98,Positive,Response Not Needed
1401,1401,Wine and cheese,5,Khushboo A,0.0,"Rosse was amazing

The trip.was very engaging and we had the best time. Lovely people on the trip

Thanks 
Khushboo",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Rosse', 'Khushboo']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,115,Positive,Response Not Needed
1402,1402,Perfect!,5,Hope M,0.0,"So much fun! Roos and Johnny W were so kind, informative, and accommodating. 10/10 would recommend. 7pm tour was perfect time to go ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Roos', 'Johnny W']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,132,Positive,Response Not Needed
1403,1403,Great experience!,5,Companion60564572981,0.0,Guide and Skipper was amazing! Great stories and views. Johnny W and Roos were excellent and funny. ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Johnny W', 'Roos']",5.0,Evening Cruise - Central Station,True,100,Positive,Response Not Needed
1404,1404,Nice Trip,5,Nicole O,0.0,"Great Tour with Karim, Su and Jorris :) 
They all were very nice and competent!
We learned a lot about Amsterdam.
Very nice insights about the city and the cheese and wine were very fine.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Karim', 'Su', 'Jorris']",4.5,Evening Cruise - Anne Frank,True,187,Positive,Response Not Needed
1405,1405,The Lucky Stripper - great with Louie and Hiko,5,Augusta B,0.0,"We had a wonderful tour with Hiko and Louie on the Lucky Stipper!
They were very informative! 
Highly recommend for any kind of party.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Hiko', 'Louie']",5.0,Evening Cruise - Anne Frank,True,134,Positive,Response Not Needed
1406,1406,Great tour!,5,Claudia,0.0,"Great tour, super staff! A must do when you are in tve city! The cheese is delicious and we took some great pictures! Go for it!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,128,Positive,Response Not Needed
1407,1407,Amazing,5,ubaida a,0.0,"I had an absolutely incredible experience on the boat cruise ride in Amsterdam hosted by Sa and Jorris, with the skilled skipper Karim at the helm. This adventure was nothing short of amazing, earning a solid 5-star rating from me.

From the moment we stepped on board, Sa and Jorris greeted us with warm smiles and made us feel right at home. Their knowledge of the city and its history added a fascinating layer to the journey. They were attentive hosts, ensuring everyone's comfort and enjoyment throughout the entire cruise.

Karim, our skipper, navigated the picturesque canals of Amsterdam with ease and grace. His expertise behind the wheel gave us a smooth and delightful ride. We felt safe and in good hands throughout the trip.

The scenery was breathtaking as we glided through Amsterdam's iconic canals, passing by historic landmarks and charming neighborhoods. Sa and Jorris provided engaging commentary, sharing interesting stories and local insights that made the experience even more memorable.

To top it all off, the boat itself was clean, comfortable, and well-maintained, providing the perfect setting for our adventure.

I can't thank Sa, Jorris, and Karim enough for this unforgettable boat cruise. If you're visiting Amsterdam and want to see the city from a unique perspective, this cruise is an absolute must. I wholeheartedly recommend it to anyone looking for a fantastic and enriching experience. Five stars all the way!
",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sa', 'Jorris', 'Karim']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,1449,Positive,Response Not Needed
1408,1408,Totally worth it,5,JLG,0.0,"Totally recommended, we had a great time, excellent tour, Ruben and Mirna were great - very informative and also fun ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Ruben', 'Mirna']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,117,Positive,Response Not Needed
1409,1409,Must do,5,Christopher L,0.0,Su & Jorris very good hosts enjoyed the tour cheese and wine was nice could do with nice jazz music ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Su', 'Jorris']",4.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,100,Positive,Response Not Needed
1410,1410,Boat tour through Amsterdam,5,VA T,0.0,We were a group of seven people plus a dog and had a very interesting and funny trip through Amsterdam on the water. The drinks on board tasted very delicious. Highly recommend!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,177,Positive,Response Not Needed
1411,1411,Best canal experience,5,Jerome B,0.0,"Such a lovely boat trip. Friendly crew, great anecdotes and a lot of fun! Gus & Natalia were a hoot!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Gus', 'Natalia']",5.0,Evening Cruise - Anne Frank,True,100,Positive,Response Not Needed
1412,1412,Best!,5,Ash T,0.0,Sina and Cameron are the best. So professional yet entertaining. Best canal cruise ever thanks so much guys. We will definitely be back!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sina', 'Cameron']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,136,Positive,Response Not Needed
1413,1413,Flagship,5,Pawandeep S,0.0,"Enjoyed the whole tour.we took a lot of pictures and videos. 
Enjoyed our drinks with a beautiful views",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Evening Cruise - Central Station,False,103,Positive,Response Not Needed
1414,1414,Excellent tour of AMS!,5,Vivian C,0.0,Had a really fun and informative experience on this canal cruise. Sina and Cameron shared excellent history with witty commentary. Highly recommend!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sina', 'Cameron']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,148,Positive,Response Not Needed
1415,1415,Book flagship for your canal cruise!,5,Pricilla C,0.0,Sina and Cameron were both funny and informative! :) highly recommend booking with them! The weather was perfect and they interacted with all guests.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sina', 'Cameron']",5.0,Evening Cruise - Central Station,True,149,Positive,Response Not Needed
1416,1416,Don’t miss this tour!,5,Federica,0.0,A great tour of Amsterdam canals! Abel and Adrian were very nice guides and refreshment providers :) ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrian']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,101,Positive,Response Not Needed
1417,1417,Amsterdam canal tour with cheese and drinks!,5,Thomas W,0.0,"Gert, Ellen and Morgane were fantastic!  Great tour, interesting and fun information and history.  A great way to introduce yourself to Amsterdam.  I highly recommend!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Gert', 'Ellen', 'Morgane']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,167,Positive,Response Not Needed
1418,1418,Great!!!,5,Zlatka V,0.0,"Great guys, great experience! Really friendly, everything was perfect! Would do the tour any time again!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,104,Positive,Response Not Needed
1419,1419,Amazing,5,Reza S,0.0,"Ruben B and Minra were friendly.
They told stories about Amsterdam in detail
Enjoyed every second of it",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Ruben B', 'Minra']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,103,Positive,Response Not Needed
1420,1420,Flagship tour from Rijksmuseum,4,Sylvana C,0.0,The crew on board are very friendly. It would be nicer to have more information and historical context to hear during the tour.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,127,Positive,Response Not Needed
1421,1421,Informative and educational.,5,Rodney C,0.0,Andre and Max we’re terrific hosts who informed and regaled us with anecdotes on the history of Amsterdam canals and the people who live along them.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Andre', 'Max']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,148,Positive,Response Not Needed
1422,1422,Educational and entertaining,5,Happiness42915255211,0.0,This was excellent. Educational and entertaining. Thanks Heiko and Louis. Really highly recommend this to tourists and locals.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Heiko', 'Louis']",4.5,Evening Cruise - Anne Frank,True,126,Positive,Response Not Needed
1423,1423,Very Special Tour!,5,Vivien H,0.0,"The boat tour was really nice. Through the two tour guides (Louis and Je Roen) was a very pleasant and also fun atmosphere on the boat. They talked with all guests on board, and also clarified all open questions. We were told about the history of Amsterdam and also given insider tips. For me personally, the bar was one of the highlights, the cocktails for 9€ were also very tasty. The price-performance was also very fair. It was like a trip with friends through the canals of Amsterdam. Lots of love to the team!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Louis', 'Je Roen']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,515,Positive,Response Not Needed
1424,1424,Great Tour,5,Compass06516421612,0.0,"It was a great experience going through the canals of Amsterdam, our skipper Jules and guide Clayton really made it something special. ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jules', 'Clayton']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,135,Positive,Response Not Needed
1425,1425,Amazing summer canal cruise,5,Reinhardt O,0.0,Haiko and barman Louis made this trip extra special! Their knowledge of Amsterdam and its canals are really impressive. I would defininately recommend this cruise (hop on the boat of barman Louis - its worthwile),,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Haiko', 'Louis']",5.0,Evening Cruise - Anne Frank,True,212,Positive,Response Not Needed
1426,1426,Great experience,5,Pieter S,0.0,Great Services and Louis was an amazing host with some interesting stories. I would recommend the trip.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Louis'],4.5,Evening Cruise - Central Station,True,103,Positive,Response Not Needed
1427,1427,Had a great time!,5,Curious49471258093,0.0,Louis was a great host and the experience was awesome. Would defnitely recommend it and come back again. ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Louis'],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,105,Positive,Response Not Needed
1428,1428,Great Tour,5,Theo B,0.0,"Great views and especially great commentary by Haiko and Louis, showing the canals of Amsterdam and telling the history of the city.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Haiko', 'Louis']",4.5,Evening Cruise - Central Station,True,132,Positive,Response Not Needed
1429,1429,Amazing trip!,5,Emma B,0.0,"Su & Jorris were amazing tour guides! Highlight of our trip to Amsterdam 💜 The wine and cheese were gorgeous and the service was 10/10, constantly on top of refills. Would definitely recommend!!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Su', 'Jorris']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,194,Positive,Response Not Needed
1430,1430,Sujorris ftw,5,Lucy R,0.0,"Su, Jorris and Karim were amazing!! The cheese was phenomenal and the wine was divine. Great info of the city. Learnt a lot ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Su', 'Jorris', 'Karim']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,124,Positive,Response Not Needed
1431,1431,Amazing,5,Phoebe B,0.0,"Was such a wonderful experience! Sue and Jorris were lovely, informative, and also made me laugh lots! Very worth it :) ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sue', 'Jorris']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,120,Positive,Response Not Needed
1432,1432,Great,5,hollyldavis,0.0,Sue was great! The trip was fun and the hosts were ver attentive. Great facts about Amsterdam! Great tilt ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Sue'],5.0,Evening Cruise - Central Station,True,106,Positive,Response Not Needed
1433,1433,Perfect Amsterdams history,5,Piotr G,0.0,It was amazing! Thanks Roben B and Mirna. Really amazing speakers. Fast boat and good alcohol 🍺 It was amazing! Thanks Roben B and Mirna. Really amazing speakers. Fast boat and good alcohol 🍺 ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Roben B', 'Mirna']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,192,Positive,Response Not Needed
1434,1434,Op tour,5,Gaid M,0.0,Really amazing speakers. An improvement would be to serve doubies during the trip. Aparat from that very chilling and cool initiative run by students,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,149,Positive,Response Not Needed
1435,1435,Cool cruise,5,Mateusz O,0.0,"Really cool cruise with RubenB and Mirna, They tod us a lot of storiea about Amsterdam, I really enjoyed this time",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['RubenB', 'Mirna']",4.5,Evening Cruise - Anne Frank,True,114,Positive,Response Not Needed
1436,1436,Excellent,5,Berk T,0.0,"September 2023
Tour guide was so helpfull and she explained every detail about the city history. Specially architecture information was so good. Thank you Natalie and gus",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Natalie', 'Gus']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,170,Positive,Response Not Needed
1437,1437,Beautiful views,5,Michael R,0.0,"We had a great time on the tour, Go and Natalia were great hosts. Fantastic views in a stunning city. Would highly recommend! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Go', 'Natalia']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,126,Positive,Response Not Needed
1438,1438,Great tour,5,Lickleby,0.0,"Great trip! Natalia and Go were great hosts, highly recommend the tour for the price. Off the beaten track tour of the canals but still see key views. Really lovely and relaxing, clean boat and good cocktails!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Natalia', 'Go']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,209,Positive,Response Not Needed
1439,1439,Great trip with great skipper and guide,5,Mathias V,0.0,Great experience. Nice weather. A lot of things to seevand to learn. Andvthe sun has been there also,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Evening Cruise - Central Station,False,100,Positive,Response Not Needed
1440,1440,Mala inversión,2,Arturo Alejandr... G,0.0,"Asegurándose de que todas las ventanas puedan abrirse y que la guía interactúe mas. 
El vino y quedó fueron muy buenos en si pero después de eso es una experiencia que deja mucho que desear.
La guía participa muy poco y no es muy profesional además de qué hay puntos del mismo tour que ella no conoce.
Las vistas de noche se podrían apreciar si se pudieran abrir todas las ventanas, pero 3 ventanas del barco estaban cerradas y no se podían abrir lo cual impide que disfrutes de las vistas",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],2.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,489,Negative,Need to Respond
1441,1441,Canal Tour,5,Dulcie H,0.0,"Albert, Hollen and Alycia did a great job!  They work so well together and they were very informative and entertaining. The tour itself was beautiful and educational. Seeing Amsterdam from the canals is definitely worth your time! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Hollen', 'Alycia']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,231,Positive,Response Not Needed
1442,1442,Amazing and funny,5,azzurra l,0.0,"It was so amazing, I got to learn a lot of things about Amsterdam. Also the host Kayleigh made it so much fun. I think I'd do it again if I will come back to Amsterdam ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Kayleigh'],4.5,Evening Cruise - Central Station,True,168,Positive,Response Not Needed
1443,1443,Well worth it!!,5,Shanna S,0.0,Sina and Cameron were such great hosts. Very fun and educational! Glad we came out and did the tour!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sina', 'Cameron']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,100,Positive,Response Not Needed
1444,1444,Great trip,5,Caroline M,0.0,"Great staff - friendly, knowledgable and fun! Would definitely recommend. Easy to find right by the main train station as well. 
Special thanks to Albert, Alecia and Hollen 🥰",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Alecia', 'Hollen']",5.0,Evening Cruise - Central Station,True,174,Positive,Response Not Needed
1445,1445,Strunk,5,Rita B,0.0,"The crew was really amazing & funny. Great tour with really beautiful view!! Hollen, Alycia & Albert were great, we laughed a lot. ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Hollen', 'Alycia', 'Albert']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,131,Positive,Response Not Needed
1446,1446,5*,5,Bence K,0.0,"Funny guides, great tour 🫡  we had a good time and got to learn lots of facts about Holland and Amsterdam. Thank you, Hollen, Alycia and Albert!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Hollen', 'Alycia', 'Albert']",5.0,Evening Cruise - Anne Frank,True,144,Positive,Response Not Needed
1447,1447,Nice Tour with young guides,5,Mieke B,0.0,Very interesting tour with the two nice guides Ruben & Mirna ! The drinks were nice and cold and rounded out the trip perfectly. I would book again at any time. ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Ruben', 'Mirna']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,161,Positive,Response Not Needed
1448,1448,Great tour with Abel and Adrian ,5,Moatl24,0.0,Abel and Adrean are the most cutest and nicest guides ever. Loved the tour ❤️❤️❤️🤗🤗🤗 insights of Amsterdam history and the best drinks ... would definitely book again ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrean']",5.0,Evening Cruise - Central Station,True,167,Positive,Response Not Needed
1449,1449,Nice Tour,5,Carsten H,0.0,"Abel and Adrian Are  the best. we really enjoyed our Boat Trip, very informative and funny, Perfect weather",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrian']",5.0,Evening Cruise - Central Station,True,107,Positive,Response Not Needed
